,Name,Age,Wage,Skill Moves,Height(cm),Weight(kg),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Medium,High,Low
4410,O. Aina,21,560000,3.0,182.88,82.1016,68.0,33.0,64.0,66.0,44.0,72.0,45.0,37.0,53.0,69.0,85.0,79.0,67.0,66.0,75.0,49.0,73.0,71.0,77.0,48.0,65.0,72.0,60.0,52.0,49.0,62.0,65.0,73.0,69.0,7.0,14.0,10.0,10.0,9.0,1,1,0
4411,A. Mina,27,315000,2.0,190.5,83.916,43.0,30.0,77.0,64.0,30.0,47.0,27.0,41.0,57.0,61.0,52.0,50.0,38.0,66.0,45.0,52.0,67.0,56.0,92.0,33.0,66.0,67.0,38.0,44.0,45.0,55.0,72.0,68.0,65.0,10.0,16.0,14.0,7.0,12.0,1,1,0
4412,S. Guirassy,22,455000,3.0,187.96,82.1016,54.0,71.0,69.0,66.0,64.0,74.0,56.0,67.0,47.0,75.0,71.0,74.0,68.0,60.0,66.0,72.0,73.0,57.0,77.0,56.0,70.0,29.0,71.0,59.0,56.0,64.0,37.0,29.0,34.0,11.0,8.0,12.0,12.0,8.0,1,0,1
4413,L. Paqarada,23,140000,3.0,182.88,76.2048,75.0,36.0,55.0,68.0,41.0,67.0,76.0,73.0,66.0,71.0,77.0,76.0,71.0,68.0,64.0,65.0,62.0,75.0,65.0,46.0,64.0,65.0,56.0,58.0,39.0,65.0,65.0,72.0,67.0,10.0,9.0,11.0,7.0,15.0,1,1,0
4414,J. Sánchez,28,770000,3.0,167.64000000000001,68.04,72.0,52.0,60.0,70.0,58.0,72.0,60.0,52.0,65.0,71.0,83.0,82.0,81.0,60.0,83.0,65.0,74.0,69.0,57.0,57.0,70.0,66.0,63.0,41.0,60.0,55.0,69.0,70.0,74.0,16.0,11.0,7.0,8.0,9.0,1,0,0
4415,J. Wallace,24,315000,3.0,177.8,69.8544,71.0,64.0,46.0,68.0,53.0,71.0,67.0,60.0,66.0,70.0,77.0,78.0,74.0,68.0,73.0,64.0,68.0,78.0,61.0,67.0,56.0,40.0,64.0,70.0,62.0,64.0,45.0,47.0,43.0,12.0,14.0,14.0,11.0,6.0,1,0,0
4416,Jota,25,280000,3.0,170.18,69.8544,68.0,51.0,53.0,73.0,43.0,70.0,65.0,64.0,70.0,73.0,72.0,71.0,78.0,73.0,75.0,65.0,61.0,78.0,53.0,56.0,75.0,63.0,67.0,73.0,64.0,68.0,60.0,62.0,54.0,7.0,11.0,14.0,10.0,7.0,1,0,0
4417,Jesús Imaz,27,210000,3.0,175.26,69.8544,61.0,71.0,52.0,68.0,54.0,69.0,49.0,55.0,61.0,68.0,72.0,77.0,78.0,72.0,74.0,64.0,59.0,71.0,69.0,65.0,37.0,34.0,76.0,69.0,71.0,61.0,31.0,24.0,23.0,7.0,9.0,15.0,8.0,12.0,1,1,0
4418,Dani Hernández,32,175000,1.0,195.57999999999998,88.9056,13.0,6.0,23.0,41.0,13.0,12.0,23.0,12.0,39.0,34.0,34.0,30.0,48.0,66.0,41.0,25.0,75.0,38.0,74.0,13.0,40.0,26.0,16.0,31.0,25.0,52.0,12.0,7.0,9.0,73.0,70.0,60.0,71.0,69.0,1,0,0
4419,K. Diatta,19,245000,3.0,175.26,68.04,58.0,66.0,56.0,64.0,56.0,75.0,47.0,42.0,47.0,71.0,93.0,92.0,87.0,64.0,83.0,68.0,90.0,75.0,49.0,63.0,36.0,48.0,66.0,65.0,59.0,72.0,55.0,32.0,50.0,10.0,8.0,11.0,11.0,12.0,1,1,0
4420,X. Chavalerin,27,385000,3.0,177.8,68.9472,67.0,59.0,48.0,72.0,59.0,63.0,54.0,62.0,73.0,70.0,69.0,69.0,66.0,64.0,74.0,66.0,30.0,88.0,54.0,63.0,57.0,73.0,59.0,70.0,63.0,63.0,65.0,70.0,63.0,11.0,15.0,6.0,14.0,7.0,1,0,0
4421,G. Tzavellas,30,315000,2.0,182.88,86.184,74.0,53.0,62.0,67.0,63.0,57.0,81.0,75.0,70.0,69.0,68.0,67.0,57.0,67.0,71.0,77.0,76.0,70.0,78.0,73.0,85.0,70.0,43.0,49.0,64.0,66.0,73.0,67.0,67.0,12.0,14.0,6.0,14.0,9.0,1,0,0
4422,O. Omoijuanfo,24,105000,3.0,187.96,74.844,55.0,71.0,65.0,64.0,66.0,68.0,55.0,62.0,57.0,68.0,72.0,77.0,71.0,65.0,51.0,71.0,68.0,77.0,79.0,64.0,75.0,54.0,72.0,56.0,66.0,74.0,29.0,36.0,39.0,15.0,14.0,10.0,9.0,13.0,0,1,1
4423,S. Dimitrievski,24,140000,1.0,187.96,81.1944,11.0,20.0,14.0,23.0,15.0,18.0,17.0,17.0,27.0,19.0,35.0,38.0,44.0,62.0,43.0,20.0,60.0,40.0,72.0,17.0,17.0,21.0,15.0,51.0,21.0,53.0,19.0,19.0,17.0,72.0,71.0,67.0,72.0,71.0,1,0,0
4424,Eltildo Bessa,34,525000,3.0,165.1,62.1432,40.0,71.0,61.0,61.0,75.0,73.0,76.0,64.0,43.0,75.0,86.0,85.0,93.0,78.0,88.0,62.0,64.0,70.0,32.0,63.0,42.0,26.0,77.0,65.0,59.0,79.0,30.0,25.0,29.0,12.0,9.0,11.0,12.0,8.0,0,1,1
4425,B. Marshall,27,630000,3.0,180.34,83.0088,75.0,66.0,63.0,67.0,57.0,71.0,73.0,77.0,72.0,72.0,75.0,74.0,71.0,64.0,67.0,74.0,63.0,64.0,62.0,73.0,48.0,57.0,67.0,71.0,72.0,66.0,62.0,64.0,62.0,9.0,10.0,7.0,6.0,9.0,1,0,0
4426,N. Mendez-Laing,26,1050000,3.0,180.34,74.844,66.0,65.0,53.0,63.0,51.0,77.0,59.0,49.0,57.0,72.0,85.0,85.0,72.0,67.0,70.0,67.0,62.0,74.0,71.0,65.0,40.0,46.0,65.0,65.0,48.0,61.0,21.0,30.0,24.0,16.0,15.0,10.0,12.0,11.0,1,1,0
4427,Álex Martínez,27,210000,3.0,175.26,67.1328,79.0,44.0,59.0,70.0,40.0,67.0,64.0,62.0,66.0,71.0,73.0,77.0,77.0,57.0,67.0,79.0,73.0,89.0,58.0,61.0,68.0,69.0,61.0,53.0,55.0,64.0,51.0,74.0,69.0,16.0,9.0,16.0,14.0,12.0,1,1,0
4428,Z. Bakkali,22,385000,3.0,167.64000000000001,69.8544,65.0,69.0,28.0,69.0,68.0,78.0,79.0,67.0,53.0,75.0,91.0,84.0,88.0,67.0,92.0,79.0,64.0,34.0,32.0,74.0,50.0,16.0,69.0,55.0,57.0,55.0,18.0,17.0,20.0,11.0,6.0,16.0,12.0,16.0,1,0,1
4429,G. Gimbert,32,210000,3.0,182.88,79.8336,60.0,76.0,72.0,68.0,68.0,63.0,56.0,64.0,60.0,67.0,53.0,62.0,64.0,58.0,59.0,74.0,85.0,75.0,80.0,68.0,62.0,39.0,73.0,56.0,69.0,66.0,37.0,18.0,12.0,12.0,10.0,16.0,10.0,13.0,1,0,0
4430,M. Gajić,22,665000,3.0,177.8,74.844,72.0,61.0,54.0,70.0,54.0,70.0,64.0,47.0,60.0,69.0,66.0,69.0,63.0,70.0,69.0,60.0,51.0,69.0,66.0,56.0,83.0,70.0,66.0,59.0,47.0,66.0,71.0,74.0,71.0,9.0,8.0,9.0,6.0,6.0,1,0,0
4431,S. Aigner,30,210000,3.0,182.88,73.0296,71.0,65.0,74.0,72.0,67.0,73.0,59.0,63.0,60.0,72.0,72.0,77.0,74.0,71.0,72.0,71.0,75.0,64.0,66.0,62.0,62.0,54.0,70.0,67.0,61.0,69.0,39.0,37.0,36.0,9.0,8.0,16.0,12.0,13.0,1,0,0
4432,P. Köpke,22,560000,3.0,177.8,74.844,65.0,70.0,68.0,67.0,67.0,69.0,59.0,46.0,49.0,71.0,84.0,75.0,76.0,66.0,79.0,76.0,78.0,75.0,65.0,66.0,45.0,23.0,71.0,54.0,67.0,59.0,52.0,21.0,18.0,8.0,6.0,11.0,8.0,8.0,1,1,0
4433,F. Klos,30,385000,2.0,193.04,92.988,40.0,73.0,78.0,54.0,70.0,62.0,41.0,45.0,32.0,65.0,61.0,66.0,46.0,68.0,43.0,74.0,61.0,71.0,90.0,65.0,79.0,24.0,73.0,62.0,71.0,72.0,39.0,32.0,24.0,7.0,11.0,7.0,7.0,13.0,0,1,0
4434,K. McLean,26,630000,3.0,182.88,69.8544,54.0,66.0,59.0,72.0,56.0,73.0,63.0,68.0,75.0,73.0,75.0,75.0,76.0,69.0,61.0,78.0,73.0,78.0,72.0,66.0,56.0,51.0,68.0,73.0,71.0,74.0,62.0,54.0,47.0,8.0,14.0,15.0,14.0,9.0,0,1,0
4435,M. Olsson,30,595000,3.0,177.8,81.1944,70.0,55.0,60.0,66.0,65.0,68.0,66.0,53.0,65.0,70.0,77.0,82.0,72.0,71.0,64.0,75.0,73.0,77.0,72.0,64.0,74.0,63.0,66.0,66.0,49.0,72.0,71.0,72.0,69.0,11.0,9.0,7.0,9.0,12.0,1,1,0
4436,C. Nyman,25,175000,3.0,185.42,82.1016,51.0,70.0,65.0,66.0,70.0,68.0,54.0,47.0,45.0,69.0,83.0,81.0,69.0,77.0,59.0,67.0,80.0,80.0,75.0,56.0,74.0,30.0,72.0,70.0,65.0,66.0,21.0,21.0,14.0,9.0,8.0,8.0,10.0,12.0,0,1,0
4437,O. Estupiñán,21,210000,3.0,182.88,73.9368,40.0,70.0,76.0,56.0,65.0,69.0,56.0,60.0,47.0,71.0,71.0,71.0,65.0,63.0,70.0,77.0,87.0,52.0,74.0,70.0,42.0,18.0,70.0,43.0,63.0,69.0,23.0,21.0,20.0,11.0,11.0,14.0,9.0,6.0,1,0,0
4438,B. Wright,25,805000,2.0,182.88,78.9264,55.0,39.0,70.0,60.0,22.0,53.0,36.0,27.0,44.0,63.0,64.0,63.0,60.0,65.0,63.0,46.0,80.0,70.0,79.0,36.0,80.0,68.0,39.0,46.0,39.0,64.0,69.0,70.0,70.0,13.0,10.0,15.0,15.0,16.0,1,0,0
4439,J. Bednarek,22,770000,2.0,187.96,77.112,44.0,19.0,73.0,67.0,20.0,40.0,23.0,26.0,47.0,55.0,57.0,68.0,56.0,65.0,61.0,25.0,72.0,63.0,77.0,23.0,67.0,66.0,26.0,52.0,32.0,59.0,69.0,75.0,70.0,11.0,13.0,16.0,7.0,9.0,1,0,0
4440,L. Vibe,31,315000,3.0,180.34,73.0296,59.0,71.0,63.0,66.0,67.0,65.0,64.0,45.0,44.0,66.0,86.0,85.0,82.0,75.0,71.0,71.0,63.0,76.0,59.0,66.0,67.0,34.0,76.0,70.0,65.0,71.0,34.0,36.0,23.0,8.0,9.0,13.0,6.0,7.0,0,1,0
4441,O. Jiménez,29,945000,1.0,182.88,79.8336,14.0,13.0,19.0,25.0,12.0,15.0,13.0,25.0,31.0,24.0,33.0,33.0,30.0,60.0,50.0,17.0,71.0,17.0,76.0,13.0,13.0,22.0,14.0,32.0,22.0,52.0,15.0,15.0,17.0,74.0,68.0,68.0,71.0,72.0,1,0,0
4442,Alejandro Rodríguez,26,420000,3.0,182.88,79.8336,42.0,72.0,73.0,59.0,67.0,68.0,54.0,42.0,49.0,70.0,77.0,78.0,80.0,66.0,75.0,69.0,84.0,73.0,68.0,65.0,45.0,33.0,68.0,42.0,65.0,69.0,32.0,30.0,24.0,13.0,7.0,5.0,9.0,14.0,1,1,0
4443,T. Elphick,30,420000,2.0,187.96,84.8232,46.0,32.0,71.0,64.0,13.0,50.0,37.0,39.0,50.0,62.0,38.0,40.0,56.0,63.0,49.0,55.0,73.0,52.0,80.0,43.0,71.0,71.0,26.0,41.0,29.0,53.0,70.0,70.0,67.0,12.0,13.0,7.0,7.0,16.0,1,1,0
4444,David Ferreiro,30,525000,3.0,170.18,63.0504,72.0,68.0,32.0,70.0,46.0,73.0,77.0,74.0,71.0,70.0,87.0,84.0,87.0,67.0,89.0,67.0,73.0,39.0,42.0,70.0,69.0,28.0,68.0,65.0,69.0,63.0,59.0,23.0,36.0,6.0,11.0,7.0,7.0,15.0,1,1,0
4445,M. Gobbi,37,560000,3.0,182.88,76.2048,79.0,44.0,68.0,71.0,55.0,68.0,76.0,45.0,71.0,69.0,47.0,63.0,60.0,69.0,65.0,75.0,67.0,53.0,69.0,70.0,71.0,75.0,60.0,52.0,55.0,79.0,65.0,78.0,79.0,7.0,7.0,14.0,9.0,11.0,1,1,0
4446,R. Insigne,24,1085000,3.0,172.72,64.8648,72.0,62.0,63.0,73.0,59.0,72.0,66.0,67.0,70.0,71.0,81.0,85.0,82.0,66.0,83.0,59.0,51.0,56.0,35.0,64.0,28.0,18.0,67.0,69.0,59.0,71.0,27.0,23.0,22.0,9.0,9.0,13.0,9.0,12.0,0,1,1
4447,N. Gyömbér,25,105000,2.0,187.96,73.9368,25.0,11.0,74.0,54.0,13.0,43.0,15.0,20.0,53.0,55.0,52.0,62.0,34.0,66.0,41.0,38.0,63.0,48.0,74.0,19.0,69.0,74.0,15.0,21.0,23.0,65.0,71.0,73.0,71.0,9.0,8.0,9.0,14.0,11.0,1,0,0
4448,Túlio Sandoiro,34,420000,4.0,185.42,82.1016,57.0,71.0,66.0,64.0,75.0,74.0,67.0,68.0,58.0,75.0,66.0,62.0,67.0,73.0,57.0,73.0,64.0,65.0,79.0,70.0,60.0,37.0,65.0,66.0,70.0,71.0,18.0,33.0,36.0,8.0,8.0,10.0,12.0,12.0,1,0,0
4449,Hélder Barbosa,31,455000,4.0,172.72,67.1328,62.0,68.0,55.0,64.0,61.0,76.0,75.0,68.0,61.0,75.0,79.0,78.0,78.0,64.0,85.0,79.0,76.0,65.0,56.0,65.0,77.0,42.0,69.0,72.0,59.0,72.0,35.0,48.0,35.0,15.0,16.0,13.0,11.0,10.0,1,1,0
4450,B. Sako,30,735000,3.0,182.88,89.8128,77.0,68.0,60.0,63.0,63.0,73.0,74.0,74.0,61.0,69.0,75.0,75.0,67.0,67.0,67.0,77.0,59.0,70.0,81.0,78.0,75.0,40.0,72.0,69.0,70.0,69.0,35.0,33.0,35.0,13.0,16.0,13.0,7.0,9.0,1,1,0
4451,M. Domizzi,38,105000,2.0,185.42,79.8336,35.0,35.0,76.0,50.0,45.0,40.0,44.0,65.0,55.0,50.0,33.0,37.0,34.0,61.0,56.0,77.0,73.0,34.0,78.0,61.0,71.0,74.0,33.0,42.0,67.0,67.0,74.0,73.0,70.0,8.0,9.0,12.0,6.0,10.0,1,0,0
4452,P. Oniangué,29,490000,3.0,190.5,78.0192,50.0,68.0,77.0,68.0,60.0,65.0,67.0,65.0,66.0,69.0,64.0,65.0,68.0,68.0,50.0,79.0,79.0,78.0,85.0,72.0,73.0,72.0,66.0,67.0,52.0,71.0,71.0,70.0,68.0,7.0,12.0,8.0,14.0,11.0,1,0,0
4453,P. Onuachu,24,490000,3.0,200.66,83.916,41.0,71.0,74.0,68.0,51.0,72.0,54.0,30.0,62.0,70.0,68.0,77.0,46.0,71.0,46.0,58.0,38.0,72.0,82.0,55.0,60.0,41.0,72.0,68.0,60.0,68.0,33.0,48.0,36.0,9.0,12.0,14.0,9.0,8.0,1,1,0
4454,F. Balmont,38,245000,3.0,167.64000000000001,72.1224,69.0,61.0,49.0,74.0,58.0,67.0,64.0,70.0,71.0,71.0,42.0,38.0,61.0,73.0,80.0,72.0,46.0,54.0,60.0,67.0,80.0,76.0,62.0,70.0,60.0,72.0,72.0,74.0,70.0,6.0,11.0,7.0,14.0,16.0,1,1,0
4455,Antoñito,30,420000,3.0,175.26,63.9576,70.0,44.0,54.0,67.0,36.0,67.0,63.0,59.0,49.0,68.0,86.0,79.0,88.0,66.0,82.0,70.0,76.0,91.0,62.0,47.0,72.0,66.0,63.0,54.0,49.0,62.0,62.0,63.0,69.0,12.0,15.0,9.0,8.0,13.0,1,1,0
4456,A. Baby,29,315000,3.0,182.88,79.8336,66.0,67.0,73.0,68.0,36.0,71.0,57.0,50.0,66.0,67.0,78.0,82.0,79.0,67.0,62.0,73.0,80.0,81.0,78.0,68.0,78.0,56.0,68.0,64.0,59.0,66.0,38.0,63.0,65.0,7.0,6.0,15.0,8.0,7.0,1,1,0
4457,B. Petković,23,35000,3.0,193.04,87.9984,42.0,75.0,74.0,72.0,60.0,76.0,70.0,74.0,66.0,80.0,33.0,66.0,66.0,60.0,34.0,72.0,54.0,58.0,90.0,50.0,58.0,11.0,65.0,72.0,80.0,69.0,36.0,24.0,14.0,11.0,15.0,9.0,14.0,10.0,0,1,0
4458,Nélson Lenho,34,280000,3.0,177.8,71.2152,77.0,42.0,54.0,74.0,49.0,71.0,76.0,51.0,65.0,70.0,68.0,68.0,64.0,69.0,66.0,52.0,70.0,75.0,73.0,48.0,78.0,70.0,70.0,67.0,46.0,68.0,65.0,70.0,71.0,13.0,13.0,16.0,14.0,14.0,1,0,0
4459,Gumbau,23,490000,3.0,187.96,77.112,48.0,60.0,68.0,81.0,46.0,64.0,64.0,62.0,79.0,77.0,34.0,29.0,57.0,58.0,39.0,72.0,37.0,53.0,72.0,73.0,60.0,70.0,55.0,67.0,50.0,61.0,61.0,75.0,63.0,10.0,14.0,14.0,12.0,9.0,1,0,0
4460,C. Aboagye,23,420000,3.0,162.56,54.885600000000004,67.0,51.0,42.0,79.0,54.0,75.0,69.0,62.0,74.0,78.0,84.0,82.0,85.0,69.0,86.0,68.0,47.0,69.0,60.0,66.0,52.0,53.0,60.0,70.0,68.0,64.0,40.0,39.0,48.0,8.0,10.0,13.0,7.0,7.0,1,0,0
4461,Y. Erdoğan,25,385000,3.0,170.18,68.04,65.0,63.0,54.0,61.0,71.0,76.0,81.0,71.0,54.0,75.0,88.0,87.0,86.0,65.0,87.0,78.0,71.0,81.0,58.0,70.0,66.0,58.0,62.0,62.0,50.0,62.0,59.0,62.0,59.0,11.0,12.0,13.0,9.0,9.0,1,1,0
4462,Paulinho,32,105000,3.0,175.26,72.1224,63.0,73.0,71.0,69.0,66.0,69.0,74.0,72.0,65.0,69.0,65.0,69.0,77.0,70.0,73.0,69.0,81.0,63.0,66.0,71.0,43.0,18.0,74.0,76.0,76.0,71.0,25.0,26.0,26.0,12.0,6.0,7.0,10.0,8.0,0,1,1
4463,J. Cooper,23,280000,2.0,193.04,84.8232,27.0,29.0,79.0,57.0,32.0,45.0,27.0,28.0,60.0,56.0,52.0,55.0,43.0,67.0,53.0,42.0,77.0,72.0,80.0,22.0,65.0,70.0,33.0,50.0,41.0,51.0,71.0,70.0,70.0,8.0,10.0,13.0,12.0,10.0,1,0,0
4464,S. Malone,27,840000,3.0,187.96,74.844,70.0,57.0,57.0,67.0,54.0,70.0,40.0,63.0,64.0,68.0,69.0,77.0,70.0,71.0,65.0,69.0,71.0,75.0,70.0,65.0,65.0,71.0,64.0,55.0,64.0,63.0,67.0,69.0,69.0,12.0,9.0,11.0,9.0,7.0,0,1,0
4465,M. Maloča,29,245000,2.0,190.5,83.0088,49.0,40.0,74.0,52.0,23.0,30.0,13.0,36.0,36.0,42.0,65.0,71.0,61.0,66.0,69.0,40.0,74.0,71.0,83.0,27.0,78.0,69.0,25.0,31.0,52.0,70.0,72.0,72.0,66.0,9.0,15.0,14.0,9.0,10.0,1,1,0
4466,G. Berardi,29,875000,2.0,177.8,72.1224,61.0,26.0,57.0,64.0,36.0,60.0,54.0,42.0,57.0,60.0,77.0,74.0,71.0,70.0,70.0,60.0,84.0,82.0,71.0,45.0,90.0,72.0,56.0,55.0,40.0,69.0,71.0,73.0,69.0,11.0,8.0,14.0,14.0,13.0,1,1,0
4467,Samu García,28,525000,3.0,177.8,73.0296,74.0,66.0,59.0,71.0,58.0,71.0,80.0,48.0,64.0,73.0,69.0,73.0,67.0,65.0,68.0,72.0,54.0,60.0,67.0,64.0,48.0,33.0,73.0,72.0,63.0,72.0,38.0,27.0,21.0,9.0,10.0,8.0,13.0,8.0,1,0,0
4468,T. Derijck,31,420000,2.0,185.42,81.1944,31.0,42.0,75.0,65.0,27.0,43.0,43.0,40.0,68.0,65.0,51.0,52.0,51.0,68.0,52.0,44.0,53.0,68.0,74.0,56.0,78.0,72.0,33.0,44.0,71.0,74.0,71.0,70.0,68.0,8.0,9.0,12.0,12.0,14.0,1,1,0
4469,A. Khalili,26,350000,3.0,182.88,77.112,63.0,66.0,51.0,72.0,63.0,72.0,70.0,76.0,68.0,74.0,69.0,72.0,67.0,69.0,74.0,70.0,58.0,77.0,70.0,68.0,63.0,70.0,58.0,70.0,54.0,68.0,71.0,63.0,54.0,14.0,9.0,14.0,14.0,7.0,1,1,0
4470,Y. Endo,38,210000,3.0,177.8,74.844,78.0,67.0,60.0,75.0,64.0,69.0,82.0,86.0,74.0,73.0,35.0,33.0,63.0,75.0,60.0,75.0,67.0,60.0,76.0,71.0,68.0,68.0,70.0,77.0,82.0,79.0,66.0,68.0,66.0,15.0,9.0,15.0,14.0,7.0,1,1,0
4471,E. Kaçe,24,35000,3.0,170.18,62.1432,60.0,60.0,46.0,71.0,63.0,67.0,66.0,68.0,71.0,73.0,77.0,74.0,76.0,66.0,88.0,71.0,45.0,86.0,56.0,71.0,81.0,73.0,63.0,66.0,63.0,67.0,72.0,73.0,64.0,7.0,16.0,15.0,8.0,12.0,0,1,0
4472,D. Machado,24,385000,3.0,172.72,62.1432,69.0,55.0,63.0,69.0,41.0,72.0,38.0,32.0,60.0,69.0,78.0,83.0,73.0,64.0,80.0,55.0,81.0,77.0,60.0,54.0,65.0,65.0,68.0,64.0,57.0,67.0,70.0,69.0,68.0,13.0,12.0,8.0,12.0,11.0,1,0,0
4473,S. Plavšić,22,35000,3.0,165.1,59.8752,67.0,58.0,43.0,67.0,46.0,74.0,71.0,64.0,57.0,71.0,88.0,82.0,89.0,67.0,89.0,76.0,84.0,72.0,45.0,67.0,70.0,27.0,66.0,65.0,54.0,73.0,26.0,23.0,22.0,9.0,13.0,13.0,8.0,7.0,1,1,0
4474,H. Reed,23,770000,3.0,175.26,72.1224,59.0,50.0,46.0,74.0,40.0,64.0,62.0,61.0,66.0,67.0,65.0,59.0,73.0,60.0,85.0,65.0,59.0,74.0,61.0,61.0,81.0,71.0,55.0,67.0,49.0,70.0,71.0,70.0,68.0,7.0,12.0,14.0,10.0,11.0,1,1,0
4475,S. Klaiber,23,315000,3.0,182.88,76.2048,69.0,53.0,64.0,63.0,56.0,61.0,67.0,66.0,60.0,63.0,78.0,83.0,68.0,66.0,60.0,77.0,73.0,88.0,80.0,70.0,75.0,68.0,54.0,56.0,52.0,66.0,67.0,69.0,68.0,16.0,13.0,12.0,15.0,14.0,1,1,0
4476,J. Boga,21,735000,3.0,175.26,72.1224,67.0,63.0,59.0,65.0,59.0,79.0,73.0,64.0,60.0,73.0,79.0,79.0,81.0,66.0,78.0,80.0,63.0,58.0,69.0,72.0,56.0,41.0,71.0,65.0,55.0,60.0,24.0,42.0,34.0,15.0,8.0,9.0,14.0,16.0,0,1,1
4477,D. Contento,28,630000,3.0,177.8,74.844,71.0,29.0,66.0,70.0,39.0,70.0,63.0,40.0,66.0,70.0,67.0,69.0,67.0,70.0,69.0,69.0,66.0,69.0,65.0,58.0,75.0,69.0,55.0,55.0,52.0,70.0,70.0,73.0,72.0,11.0,13.0,9.0,15.0,11.0,1,0,0
4478,S. Padoin,34,630000,3.0,177.8,73.0296,73.0,51.0,68.0,75.0,63.0,74.0,73.0,68.0,72.0,75.0,68.0,68.0,69.0,68.0,79.0,74.0,69.0,59.0,65.0,73.0,70.0,70.0,72.0,72.0,70.0,73.0,70.0,74.0,71.0,5.0,4.0,5.0,5.0,4.0,1,0,0
4479,D. Foulquier,25,945000,3.0,182.88,78.0192,69.0,50.0,60.0,67.0,45.0,78.0,58.0,40.0,59.0,69.0,70.0,78.0,64.0,64.0,63.0,59.0,70.0,65.0,76.0,49.0,67.0,70.0,65.0,55.0,49.0,64.0,65.0,75.0,77.0,11.0,7.0,6.0,10.0,14.0,1,0,0
4480,Paco Montañés,31,245000,3.0,172.72,73.0296,68.0,60.0,42.0,65.0,66.0,74.0,76.0,62.0,60.0,66.0,89.0,85.0,87.0,69.0,83.0,75.0,79.0,66.0,65.0,63.0,51.0,38.0,66.0,66.0,60.0,75.0,55.0,40.0,21.0,12.0,15.0,10.0,12.0,13.0,1,1,0
4481,T. Dingomé,27,385000,3.0,175.26,68.9472,72.0,57.0,64.0,71.0,59.0,70.0,60.0,57.0,70.0,70.0,66.0,69.0,76.0,70.0,79.0,70.0,67.0,82.0,65.0,60.0,69.0,71.0,64.0,69.0,55.0,68.0,69.0,70.0,65.0,6.0,11.0,11.0,11.0,10.0,1,0,0
4482,D. Kądzior,26,35000,3.0,175.26,73.9368,73.0,66.0,51.0,69.0,41.0,71.0,64.0,65.0,67.0,70.0,82.0,78.0,83.0,63.0,82.0,67.0,79.0,75.0,57.0,62.0,52.0,48.0,64.0,68.0,50.0,66.0,37.0,44.0,46.0,8.0,10.0,15.0,10.0,9.0,1,0,0
4483,E. Taşdemir,22,315000,3.0,175.26,69.8544,67.0,57.0,54.0,64.0,60.0,74.0,75.0,65.0,65.0,72.0,87.0,85.0,74.0,67.0,83.0,68.0,73.0,68.0,50.0,55.0,63.0,70.0,64.0,59.0,50.0,68.0,63.0,71.0,68.0,7.0,10.0,8.0,7.0,11.0,1,1,0
4484,P. Coutts,29,350000,3.0,182.88,74.844,63.0,59.0,51.0,75.0,52.0,65.0,62.0,59.0,72.0,72.0,62.0,64.0,74.0,66.0,71.0,67.0,58.0,72.0,73.0,68.0,71.0,64.0,63.0,70.0,65.0,72.0,66.0,64.0,59.0,14.0,8.0,8.0,11.0,13.0,1,0,0
4485,D. Dumić,26,385000,2.0,193.04,84.8232,39.0,41.0,83.0,65.0,22.0,41.0,46.0,54.0,61.0,54.0,40.0,65.0,52.0,62.0,40.0,69.0,77.0,73.0,85.0,41.0,66.0,62.0,34.0,47.0,31.0,64.0,71.0,68.0,65.0,15.0,13.0,14.0,12.0,10.0,1,1,0
4486,Juan Carlos,30,175000,1.0,187.96,82.1016,32.0,14.0,19.0,25.0,15.0,13.0,30.0,12.0,27.0,22.0,58.0,61.0,56.0,67.0,58.0,47.0,70.0,42.0,61.0,15.0,13.0,20.0,11.0,33.0,30.0,51.0,25.0,20.0,21.0,74.0,66.0,67.0,69.0,75.0,1,0,0
4487,S. Privat,28,210000,2.0,187.96,87.9984,42.0,68.0,77.0,65.0,67.0,59.0,60.0,57.0,51.0,69.0,65.0,61.0,65.0,71.0,47.0,72.0,82.0,54.0,82.0,67.0,36.0,43.0,72.0,53.0,64.0,61.0,20.0,19.0,20.0,11.0,10.0,15.0,15.0,6.0,1,0,0
4488,G. Montiel,21,315000,2.0,175.26,69.8544,66.0,38.0,64.0,68.0,34.0,60.0,39.0,36.0,58.0,66.0,82.0,79.0,74.0,68.0,67.0,49.0,76.0,83.0,70.0,46.0,77.0,70.0,67.0,50.0,44.0,67.0,70.0,67.0,68.0,6.0,10.0,11.0,5.0,6.0,1,1,0
4489,João Gamboa,21,175000,3.0,187.96,79.8336,58.0,48.0,62.0,72.0,44.0,72.0,46.0,46.0,74.0,74.0,63.0,65.0,61.0,70.0,56.0,68.0,61.0,71.0,75.0,59.0,65.0,68.0,62.0,68.0,47.0,63.0,66.0,71.0,67.0,11.0,11.0,12.0,10.0,16.0,1,0,0
